fetched_at,commence_time,home_team,away_team,bookmaker,market,team,price,point
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,draftkings,totals,Under,-108,136.5
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,h2h,Grand Canyon Antelopes,-186,
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,h2h,Nevada Wolf Pack,158,
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,spreads,Grand Canyon Antelopes,-109,-4.0
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,spreads,Nevada Wolf Pack,-107,4.0
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,totals,Over,-111,136.0
20260312,2026-03-12T21:30:00Z,Grand Canyon Antelopes,Nevada Wolf Pack,pinnacle,totals,Under,-109,136.0
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,h2h,Norfolk St Spartans,-440,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,h2h,South Carolina St Bulldogs,340,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,spreads,Norfolk St Spartans,-118,-8.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,spreads,South Carolina St Bulldogs,-102,8.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,totals,Over,-108,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,draftkings,totals,Under,-112,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,h2h,Norfolk St Spartans,-430,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,h2h,South Carolina St Bulldogs,330,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,spreads,Norfolk St Spartans,-115,-8.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,spreads,South Carolina St Bulldogs,-105,8.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,totals,Over,-112,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,fanduel,totals,Under,-108,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,h2h,Norfolk St Spartans,-450,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,h2h,South Carolina St Bulldogs,340,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,spreads,Norfolk St Spartans,-102,-9.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,spreads,South Carolina St Bulldogs,-118,9.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,totals,Over,-110,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,betmgm,totals,Under,-110,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,h2h,Norfolk St Spartans,-420,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,h2h,South Carolina St Bulldogs,333,
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,spreads,Norfolk St Spartans,-110,-9.0
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,spreads,South Carolina St Bulldogs,-106,9.0
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,totals,Over,-118,144.5
20260312,2026-03-12T22:00:00Z,Norfolk St Spartans,South Carolina St Bulldogs,pinnacle,totals,Under,-102,144.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,h2h,Kent State Golden Flashes,-184,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,h2h,Ohio Bobcats,152,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,spreads,Kent State Golden Flashes,-105,-4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,spreads,Ohio Bobcats,-115,4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,totals,Over,-105,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,fanduel,totals,Under,-115,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,h2h,Kent State Golden Flashes,-190,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,h2h,Ohio Bobcats,155,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,spreads,Kent State Golden Flashes,-110,-4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,spreads,Ohio Bobcats,-110,4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,totals,Over,-110,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,betmgm,totals,Under,-110,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,h2h,Kent State Golden Flashes,-185,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,h2h,Ohio Bobcats,154,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,spreads,Kent State Golden Flashes,-110,-4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,spreads,Ohio Bobcats,-110,4.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,totals,Over,-108,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,draftkings,totals,Under,-112,158.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,h2h,Kent State Golden Flashes,-182,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,h2h,Ohio Bobcats,154,
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,spreads,Kent State Golden Flashes,-109,-4.0
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,spreads,Ohio Bobcats,-107,4.0
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,totals,Over,-113,157.5
20260312,2026-03-12T22:30:00Z,Kent State Golden Flashes,Ohio Bobcats,pinnacle,totals,Under,-107,157.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,h2h,Louisiana Tech Bulldogs,125,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,h2h,Middle Tennessee Blue Raiders,-150,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,spreads,Louisiana Tech Bulldogs,-110,2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,spreads,Middle Tennessee Blue Raiders,-110,-2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,totals,Over,-110,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,fanduel,totals,Under,-110,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,h2h,Louisiana Tech Bulldogs,120,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,h2h,Middle Tennessee Blue Raiders,-142,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,spreads,Louisiana Tech Bulldogs,-112,2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,spreads,Middle Tennessee Blue Raiders,-108,-2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,totals,Over,-112,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,draftkings,totals,Under,-108,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,h2h,Louisiana Tech Bulldogs,120,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,h2h,Middle Tennessee Blue Raiders,-145,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,spreads,Louisiana Tech Bulldogs,-110,2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,spreads,Middle Tennessee Blue Raiders,-110,-2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,totals,Over,-115,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,betmgm,totals,Under,-105,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,h2h,Louisiana Tech Bulldogs,127,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,h2h,Middle Tennessee Blue Raiders,-149,
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,spreads,Louisiana Tech Bulldogs,-105,2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,spreads,Middle Tennessee Blue Raiders,-111,-2.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,totals,Over,-115,131.5
20260312,2026-03-12T22:30:00Z,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,pinnacle,totals,Under,-105,131.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,h2h,Northwestern Wildcats,590,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,h2h,Purdue Boilermakers,-900,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,spreads,Northwestern Wildcats,-102,11.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,spreads,Purdue Boilermakers,-120,-11.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,totals,Over,-110,140.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,fanduel,totals,Under,-110,140.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,h2h,Northwestern Wildcats,575,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,h2h,Purdue Boilermakers,-850,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,spreads,Northwestern Wildcats,-115,12.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,spreads,Purdue Boilermakers,-105,-12.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,totals,Over,-115,139.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,draftkings,totals,Under,-105,139.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,h2h,Northwestern Wildcats,600,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,h2h,Purdue Boilermakers,-900,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,spreads,Northwestern Wildcats,-110,12.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,spreads,Purdue Boilermakers,-110,-12.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,totals,Over,-110,139.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,betmgm,totals,Under,-110,139.5
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,h2h,Northwestern Wildcats,555,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,h2h,Purdue Boilermakers,-776,
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,spreads,Northwestern Wildcats,-114,12.0
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,spreads,Purdue Boilermakers,-103,-12.0
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,totals,Over,-112,140.0
20260312,2026-03-12T22:30:39Z,Purdue Boilermakers,Northwestern Wildcats,pinnacle,totals,Under,-108,140.0
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,h2h,Charlotte 49ers,-122,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,h2h,Tulane Green Wave,102,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,spreads,Charlotte 49ers,-108,-1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,spreads,Tulane Green Wave,-112,1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,totals,Over,-115,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,draftkings,totals,Under,-105,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,h2h,Charlotte 49ers,-126,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,h2h,Tulane Green Wave,105,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,spreads,Charlotte 49ers,-110,-1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,spreads,Tulane Green Wave,-110,1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,totals,Over,-115,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,fanduel,totals,Under,-105,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,h2h,Charlotte 49ers,-125,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,h2h,Tulane Green Wave,105,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,spreads,Charlotte 49ers,-110,-1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,spreads,Tulane Green Wave,-110,1.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,totals,Over,-115,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,betmgm,totals,Under,-105,142.5
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,h2h,Charlotte 49ers,-121,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,h2h,Tulane Green Wave,104,
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,spreads,Charlotte 49ers,-115,-1.0
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,spreads,Tulane Green Wave,-102,1.0
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,totals,Over,-113,143.0
20260312,2026-03-12T23:00:00Z,Charlotte 49ers,Tulane Green Wave,pinnacle,totals,Under,-107,143.0
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,h2h,Georgia Bulldogs,-278,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,h2h,Ole Miss Rebels,225,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,spreads,Georgia Bulldogs,-115,-5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,spreads,Ole Miss Rebels,-105,5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,totals,Over,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,draftkings,totals,Under,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,h2h,Georgia Bulldogs,-255,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,h2h,Ole Miss Rebels,205,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,spreads,Georgia Bulldogs,-120,-5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,spreads,Ole Miss Rebels,-102,5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,totals,Over,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,fanduel,totals,Under,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,h2h,Georgia Bulldogs,-250,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,h2h,Ole Miss Rebels,200,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,spreads,Georgia Bulldogs,-118,-5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,spreads,Ole Miss Rebels,-102,5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,totals,Over,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,betmgm,totals,Under,-110,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,h2h,Georgia Bulldogs,-246,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,h2h,Ole Miss Rebels,206,
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,spreads,Georgia Bulldogs,-112,-5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,spreads,Ole Miss Rebels,-104,5.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,totals,Over,-109,156.5
20260312,2026-03-12T23:00:00Z,Georgia Bulldogs,Ole Miss Rebels,pinnacle,totals,Under,-111,156.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,h2h,UConn Huskies,-2500,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,h2h,Xavier Musketeers,1100,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,spreads,UConn Huskies,100,-16.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,spreads,Xavier Musketeers,-122,16.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,totals,Over,-115,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,fanduel,totals,Under,-105,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,h2h,UConn Huskies,-1350,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,h2h,Xavier Musketeers,800,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,spreads,UConn Huskies,-108,-15.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,spreads,Xavier Musketeers,-112,15.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,totals,Over,-115,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,draftkings,totals,Under,-105,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,h2h,UConn Huskies,-1600,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,h2h,Xavier Musketeers,850,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,spreads,UConn Huskies,-105,-15.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,spreads,Xavier Musketeers,-115,15.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,totals,Over,-110,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,betmgm,totals,Under,-110,151.5
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,h2h,UConn Huskies,-1847,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,h2h,Xavier Musketeers,1013,
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,spreads,UConn Huskies,-107,-16.0
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,spreads,Xavier Musketeers,-109,16.0
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,totals,Over,-111,152.0
20260312,2026-03-12T23:00:00Z,UConn Huskies,Xavier Musketeers,pinnacle,totals,Under,-109,152.0
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,h2h,Duke Blue Devils,-3000,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,h2h,Florida St Seminoles,1200,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,spreads,Duke Blue Devils,-110,-16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,spreads,Florida St Seminoles,-110,16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,totals,Over,-108,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,fanduel,totals,Under,-112,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,h2h,Duke Blue Devils,-2100,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,h2h,Florida St Seminoles,1100,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,spreads,Duke Blue Devils,-112,-16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,spreads,Florida St Seminoles,-108,16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,totals,Over,-112,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,draftkings,totals,Under,-108,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,h2h,Duke Blue Devils,-2000,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,h2h,Florida St Seminoles,1000,
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,spreads,Duke Blue Devils,-110,-16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,spreads,Florida St Seminoles,-110,16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,totals,Over,-110,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,betmgm,totals,Under,-110,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,pinnacle,spreads,Duke Blue Devils,-110,-16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,pinnacle,spreads,Florida St Seminoles,-106,16.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,pinnacle,totals,Over,-109,149.5
20260312,2026-03-12T23:00:16Z,Duke Blue Devils,Florida St Seminoles,pinnacle,totals,Under,-111,149.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,h2h,BYU Cougars,390,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,h2h,Houston Cougars,-530,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,spreads,BYU Cougars,-104,9.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,spreads,Houston Cougars,-118,-9.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,totals,Over,-115,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,fanduel,totals,Under,-105,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,h2h,BYU Cougars,400,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,h2h,Houston Cougars,-535,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,spreads,BYU Cougars,-118,10.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,spreads,Houston Cougars,-102,-10.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,totals,Over,-112,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,draftkings,totals,Under,-108,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,h2h,BYU Cougars,400,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,h2h,Houston Cougars,-550,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,spreads,BYU Cougars,-118,10.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,spreads,Houston Cougars,-102,-10.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,totals,Over,-115,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,betmgm,totals,Under,-105,145.5
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,pinnacle,h2h,BYU Cougars,389,
20260312,2026-03-12T23:00:40Z,Houston Cougars,BYU Cougars,pinnacle,h2h,Houston Cougars,-503,
